match_id,match_date,league,broadcaster,home_team,away_team,audience_millions,brand,placement_type,camera_angle,exposure_seconds,fan_sentiment_score
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,CommBank,Jersey Sponsor,Wide Shot,13,3.4
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Optus,Stadium Signage,Player Cam,3,3.5
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Optus,LED Perimeter Signage,Player Cam,27,3.9
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Toyota,Broadcast Graphics Overlay,Close-up,14,3.9
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Qantas,Jersey Sponsor,Wide Shot,7,3.9
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Optus,Broadcast Graphics Overlay,Close-up,29,2.8
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Optus,Broadcast Graphics Overlay,Replay,8,3.6
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Coca-Cola,LED Perimeter Signage,Replay,14,4.1
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Telstra,LED Perimeter Signage,Close-up,9,3.4
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,CommBank,Broadcast Graphics Overlay,Player Cam,5,4.4
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Optus,Jersey Sponsor,Wide Shot,54,3.2
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Coca-Cola,Jersey Sponsor,Wide Shot,22,3.9
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,CommBank,Stadium Signage,Player Cam,1,2.5
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,XXXX Gold,Jersey Sponsor,Wide Shot,3,2.7
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Toyota,Stadium Signage,Player Cam,16,3.7
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Coca-Cola,Broadcast Graphics Overlay,Wide Shot,17,3.2
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Toyota,LED Perimeter Signage,Close-up,17,3.5
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Adidas,Stadium Signage,Aerial/Drone,3,3.8
1001,2025-08-04,Super Rugby,Fox Sports,Force,Waratahs,0.34,Toyota,Jersey Sponsor,Replay,1,3.1
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Telstra,Stadium Signage,Wide Shot,4,3.7
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Optus,Stadium Signage,Aerial/Drone,1,3.3
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Adidas,Broadcast Graphics Overlay,Wide Shot,6,4.2
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Telstra,Broadcast Graphics Overlay,Close-up,38,3.9
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Optus,Broadcast Graphics Overlay,Close-up,26,3.1
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Optus,Broadcast Graphics Overlay,Wide Shot,54,2.7
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Toyota,Stadium Signage,Wide Shot,1,3.0
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Coca-Cola,Stadium Signage,Close-up,8,3.1
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Coca-Cola,Broadcast Graphics Overlay,Wide Shot,43,3.6
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Adidas,Broadcast Graphics Overlay,Replay,9,4.8
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Telstra,Broadcast Graphics Overlay,Replay,1,3.2
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Coca-Cola,Jersey Sponsor,Close-up,1,3.6
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Coca-Cola,Broadcast Graphics Overlay,Wide Shot,1,3.5
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Toyota,Broadcast Graphics Overlay,Player Cam,8,4.6
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Toyota,LED Perimeter Signage,Player Cam,16,3.6
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Qantas,Stadium Signage,Wide Shot,14,5.0
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,XXXX Gold,Broadcast Graphics Overlay,Replay,24,3.6
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Toyota,Jersey Sponsor,Player Cam,12,4.0
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Telstra,Broadcast Graphics Overlay,Wide Shot,26,3.8
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Telstra,Jersey Sponsor,Replay,10,2.9
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,XXXX Gold,Jersey Sponsor,Wide Shot,5,3.8
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,XXXX Gold,Stadium Signage,Replay,1,3.1
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Toyota,LED Perimeter Signage,Close-up,3,4.4
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,CommBank,Broadcast Graphics Overlay,Aerial/Drone,5,3.5
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Qantas,LED Perimeter Signage,Close-up,8,3.9
1002,2025-08-07,AFL,Kayo,Carlton,Richmond,1.54,Telstra,Jersey Sponsor,Aerial/Drone,1,3.6
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,Adidas,LED Perimeter Signage,Player Cam,5,3.9
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,Telstra,Stadium Signage,Close-up,1,3.8
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,Adidas,Stadium Signage,Wide Shot,2,4.9
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,XXXX Gold,Jersey Sponsor,Wide Shot,4,4.0
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,Telstra,Jersey Sponsor,Player Cam,19,3.1
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,CommBank,LED Perimeter Signage,Close-up,20,3.3
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,Telstra,Stadium Signage,Wide Shot,1,3.6
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,XXXX Gold,LED Perimeter Signage,Wide Shot,8,4.1
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,Toyota,Jersey Sponsor,Player Cam,15,4.3
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,CommBank,Stadium Signage,Player Cam,8,3.1
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,Coca-Cola,Broadcast Graphics Overlay,Wide Shot,23,2.9
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,Toyota,Stadium Signage,Wide Shot,4,4.4
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,XXXX Gold,LED Perimeter Signage,Close-up,1,4.1
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,XXXX Gold,Broadcast Graphics Overlay,Player Cam,8,3.9
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,Adidas,Jersey Sponsor,Player Cam,3,4.1
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,Telstra,Broadcast Graphics Overlay,Wide Shot,13,3.8
1003,2025-08-10,BBL,Kayo,Thunder,Stars,0.67,Qantas,Jersey Sponsor,Replay,6,3.7
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Qantas,LED Perimeter Signage,Player Cam,17,4.8
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Optus,LED Perimeter Signage,Wide Shot,4,2.9
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Toyota,Broadcast Graphics Overlay,Replay,1,3.9
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Adidas,Jersey Sponsor,Player Cam,14,4.9
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,XXXX Gold,Jersey Sponsor,Player Cam,21,3.1
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Optus,LED Perimeter Signage,Player Cam,1,3.9
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,CommBank,Broadcast Graphics Overlay,Close-up,36,2.6
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Coca-Cola,Stadium Signage,Player Cam,11,4.2
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Toyota,Jersey Sponsor,Close-up,5,3.8
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,XXXX Gold,Jersey Sponsor,Player Cam,23,3.6
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Adidas,Jersey Sponsor,Close-up,2,4.1
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Coca-Cola,Jersey Sponsor,Aerial/Drone,7,3.9
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Qantas,Stadium Signage,Wide Shot,6,4.5
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Telstra,LED Perimeter Signage,Player Cam,6,3.4
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,XXXX Gold,LED Perimeter Signage,Player Cam,4,3.9
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Toyota,Stadium Signage,Wide Shot,1,4.3
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Qantas,LED Perimeter Signage,Close-up,8,3.4
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,CommBank,LED Perimeter Signage,Close-up,6,2.5
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Optus,Stadium Signage,Close-up,7,2.5
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Optus,Jersey Sponsor,Player Cam,8,3.2
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,XXXX Gold,LED Perimeter Signage,Replay,1,3.7
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Optus,Broadcast Graphics Overlay,Close-up,49,2.8
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Telstra,Stadium Signage,Aerial/Drone,1,3.2
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,XXXX Gold,LED Perimeter Signage,Wide Shot,1,3.3
1004,2025-08-13,BBL,Fox Sports,Thunder,Sixers,1.18,Adidas,Broadcast Graphics Overlay,Wide Shot,7,4.9
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Optus,LED Perimeter Signage,Wide Shot,3,3.3
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Qantas,Stadium Signage,Replay,7,3.6
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Coca-Cola,LED Perimeter Signage,Player Cam,6,3.6
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Telstra,Broadcast Graphics Overlay,Wide Shot,18,3.5
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,CommBank,LED Perimeter Signage,Aerial/Drone,1,3.2
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Telstra,Stadium Signage,Wide Shot,7,3.8
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Qantas,LED Perimeter Signage,Replay,6,3.9
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Adidas,Jersey Sponsor,Close-up,9,3.7
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Toyota,Stadium Signage,Replay,2,4.4
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,CommBank,Broadcast Graphics Overlay,Replay,7,3.5
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Toyota,Jersey Sponsor,Close-up,33,3.2
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Telstra,Jersey Sponsor,Close-up,39,3.6
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,XXXX Gold,LED Perimeter Signage,Wide Shot,3,4.1
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Coca-Cola,LED Perimeter Signage,Player Cam,1,3.7
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Adidas,Stadium Signage,Wide Shot,1,4.2
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Telstra,Broadcast Graphics Overlay,Wide Shot,58,3.8
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Coca-Cola,Broadcast Graphics Overlay,Aerial/Drone,19,3.8
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Toyota,Stadium Signage,Player Cam,1,4.5
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Toyota,LED Perimeter Signage,Aerial/Drone,1,3.9
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Adidas,LED Perimeter Signage,Player Cam,1,4.8
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Coca-Cola,Stadium Signage,Player Cam,2,3.0
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Optus,LED Perimeter Signage,Replay,3,3.7
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Toyota,Jersey Sponsor,Aerial/Drone,1,3.8
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Coca-Cola,Stadium Signage,Player Cam,1,3.3
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,XXXX Gold,LED Perimeter Signage,Aerial/Drone,2,3.4
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Adidas,Broadcast Graphics Overlay,Aerial/Drone,1,3.6
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,XXXX Gold,Broadcast Graphics Overlay,Player Cam,25,3.8
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,XXXX Gold,Jersey Sponsor,Wide Shot,10,3.8
1005,2025-08-17,AFL,Fox Sports,Essendon,Richmond,1.41,Coca-Cola,Broadcast Graphics Overlay,Close-up,19,3.5
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Adidas,Jersey Sponsor,Close-up,7,3.8
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Optus,Stadium Signage,Replay,2,3.2
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Telstra,Stadium Signage,Aerial/Drone,4,4.1
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Telstra,Broadcast Graphics Overlay,Player Cam,25,3.4
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,XXXX Gold,Jersey Sponsor,Player Cam,2,3.9
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,XXXX Gold,Stadium Signage,Player Cam,1,3.2
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,XXXX Gold,Stadium Signage,Close-up,4,3.6
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Optus,Jersey Sponsor,Close-up,8,4.2
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,XXXX Gold,LED Perimeter Signage,Wide Shot,6,4.3
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Telstra,Jersey Sponsor,Player Cam,38,3.6
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Optus,LED Perimeter Signage,Wide Shot,4,3.5
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Toyota,Jersey Sponsor,Wide Shot,1,3.2
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Adidas,Stadium Signage,Aerial/Drone,3,4.6
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,CommBank,LED Perimeter Signage,Wide Shot,1,3.6
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Coca-Cola,Broadcast Graphics Overlay,Player Cam,43,3.6
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Toyota,LED Perimeter Signage,Wide Shot,12,3.6
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Adidas,Stadium Signage,Close-up,2,3.5
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,XXXX Gold,Jersey Sponsor,Wide Shot,16,4.2
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Toyota,Jersey Sponsor,Wide Shot,6,3.2
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Telstra,Jersey Sponsor,Replay,1,2.3
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Telstra,Stadium Signage,Wide Shot,4,3.8
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Telstra,LED Perimeter Signage,Wide Shot,2,3.1
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Adidas,Stadium Signage,Player Cam,4,4.5
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,CommBank,Jersey Sponsor,Wide Shot,4,3.4
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Optus,Jersey Sponsor,Close-up,8,3.0
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Coca-Cola,Jersey Sponsor,Replay,3,4.2
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Optus,Broadcast Graphics Overlay,Replay,3,3.3
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Coca-Cola,Broadcast Graphics Overlay,Close-up,15,4.4
1006,2025-08-20,A-League,Channel 7,Adelaide United,Western Sydney Wanderers,0.69,Telstra,Stadium Signage,Wide Shot,2,3.4
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,CommBank,Stadium Signage,Wide Shot,7,3.3
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,CommBank,Stadium Signage,Wide Shot,6,3.3
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,XXXX Gold,Broadcast Graphics Overlay,Wide Shot,25,3.8
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,CommBank,Broadcast Graphics Overlay,Wide Shot,4,2.9
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,Coca-Cola,Broadcast Graphics Overlay,Player Cam,32,4.4
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,XXXX Gold,LED Perimeter Signage,Wide Shot,15,3.2
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,CommBank,LED Perimeter Signage,Wide Shot,2,2.6
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,Toyota,Jersey Sponsor,Player Cam,5,4.5
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,Toyota,Stadium Signage,Close-up,6,4.1
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,Coca-Cola,Broadcast Graphics Overlay,Replay,5,3.1
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,Qantas,Stadium Signage,Player Cam,9,4.3
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,Optus,Broadcast Graphics Overlay,Close-up,1,3.2
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,Coca-Cola,Jersey Sponsor,Replay,6,3.5
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,Telstra,LED Perimeter Signage,Player Cam,6,3.2
1007,2025-08-23,NRL,Fox Sports,Roosters,Rabbitohs,1.07,XXXX Gold,LED Perimeter Signage,Wide Shot,1,2.9
1008,2025-08-26,AFL,Channel 7,Geelong,Carlton,1.48,Coca-Cola,Jersey Sponsor,Wide Shot,3,3.3
1008,2025-08-26,AFL,Channel 7,Geelong,Carlton,1.48,XXXX Gold,Jersey Sponsor,Close-up,12,3.9
1008,2025-08-26,AFL,Channel 7,Geelong,Carlton,1.48,Adidas,LED Perimeter Signage,Close-up,13,3.4
1008,2025-08-26,AFL,Channel 7,Geelong,Carlton,1.48,Coca-Cola,Stadium Signage,Wide Shot,1,3.3
1008,2025-08-26,AFL,Channel 7,Geelong,Carlton,1.48,Telstra,LED Perimeter Signage,Wide Shot,12,3.7
1008,2025-08-26,AFL,Channel 7,Geelong,Carlton,1.48,Telstra,Stadium Signage,Replay,8,3.4
1008,2025-08-26,AFL,Channel 7,Geelong,Carlton,1.48,CommBank,Stadium Signage,Player Cam,1,2.6
